personID,name,dOB,pOB,height,weight,handedness,pid
950,Kris Versteeg,1986-05-13,"Lethbridge, Alberta",180,79,R,v/verstkr01
951,Mike Weaver,1978-05-02,"Bramalea, Ontario",178,83,R,w/weavemi01
952,Stephen Weiss,1983-04-03,"Toronto, Ontario",180,86,L,w/weissst01
953,Nolan Yonkman,1981-04-01,"Punnichy, Saskatchewan",198,114,None,y/yonkmno01
954,Craig Cunningham,1990-09-13,"Trail, British Columbia",178,83,R,c/cunnicr01
955,Justin Florek,1990-05-18,"Marquette, Michigan",193,92,L,f/floreju01
956,Alexander Khokhlachev,1993-09-09,"Moscow, Russian Federation",180,83,L,k/khokhal01
957,Matt Lindblad,1990-03-23,"Evanston, Illinois",180,87,None,l/lindbma01
958,Kevan Miller,1987-11-15,"Los Angeles, California",188,95,R,m/milleke03
959,Niklas Svedberg,1989-09-04,"Sollentuna, Sweden",185,73,None,s/svedbni01
960,Zach Trotman,1990-08-26,"Carmel, Indiana",190,98,R,t/trotmza01
961,David Warsofsky,1990-05-30,"Marshfield, Massachusetts",175,77,L,w/warsoda01
962,Frederik Andersen,1989-10-02,"Herning, Denmark",193,103,None,a/anderfr01
963,John Gibson,1993-07-14,"Pittsburgh, Pennsylvania",188,95,None,g/gibsojo02
964,Alex Grant,1989-01-20,"Antigonish, Nova Scotia",190,95,R,g/grantal01
965,Hampus Lindholm,1994-01-20,"Helsingborg, Sweden",193,97,L,l/lindhha01
966,Patrick Roy,1965-10-05,"Quebec City, Quebec",188,83,L,/coaches/roypa01c.html
967,Reto Berra,1987-01-03,"Bulach, Switzerland",193,98,None,b/berrare01
968,Paul Carey,1988-09-24,"Boston, Massachusetts",185,90,L,c/careypa01
969,Marc-Andre Cliche,1987-03-23,"Rouyn-Noranda, Quebec",183,91,R,c/clichma01
970,Nate Guenin,1982-12-10,"Aliquippa, Pennsylvania",190,93,R,g/guenina01
971,Nathan MacKinnon,1995-09-01,"Halifax, Nova Scotia",183,90,R,m/mackina01
972,Karl Stollery,1987-11-21,"Camrose, Alberta",180,81,L,s/stollka01
973,Ty Rattie,1993-02-05,"Calgary, Alberta",183,83,R,r/rattity01
974,Freddie Hamilton,1992-01-01,"Toronto, Ontario",185,88,R,h/hamilfr01
975,Eriah Hayes,1988-07-07,"LaCresent, Minnesota",193,95,None,h/hayeser01
976,Tomas Hertl,1993-11-12,"Praha, Czech Republic",188,97,L,h/hertlto01
977,John McCarthy,1986-08-09,"Boston, Massachusetts",185,88,L,m/mccarjo01
978,Matthew Nieto,1992-11-05,"Long Beach, California",180,83,L,n/nietoma01
979,Brian Dumoulin,1991-09-06,"Biddeford, Maine",193,93,L,d/dumoubr01
980,Brian Gibbons,1988-02-26,"Braintree, Massachusetts",173,79,L,g/gibbobr02
981,Pierre-Luc Letourneau-Leblond,1985-06-04,"Levis, Quebec",188,95,L,l/letoupi01
982,Olli Maatta,1994-08-22,"Jyvaskyla, Finland",188,95,L,m/maattol01
983,Jayson Megna,1990-02-01,"Fort Lauderdale, Florida",185,88,R,m/megnaja01
984,Adam Payerl,1991-03-04,"Kitchener, Ontario",190,98,R,p/payerad01
985,Philip Samuelsson,1991-07-26,"Leksand, Sweden",188,87,L,s/samueph01
986,Zach Sill,1988-05-24,"Truro, Nova Scotia",183,91,L,s/sillza01
987,Jeff Zatkoff,1987-06-09,"Detroit, Michigan",188,84,None,z/zatkoje01
988,Matt Carey,1992-02-28,"Hamilton, Ontario",183,88,L,c/careyma01
989,Brad Mills,1983-05-03,None,183,88,None,m/millsbr01
990,Joakim Nordstrom,1992-02-25,"Stockholm, Sweden",185,87,L,n/nordsjo02
991,Antti Raanta,1989-05-12,"Rauma, Finland",183,89,None,r/raantan01
992,Kent Simpson,1992-03-26,"Edmonton, Alberta",188,89,None,s/simpske01
993,Teuvo Teravainen,1994-09-11,"Helsinki, Finland",180,88,L,t/teravte01
994,J.T. Brown,1990-07-02,"Burnsville, Minnesota",178,75,R,b/brownjt01
995,Jean-Philippe Cote,1982-04-22,"Charlesbourg, Quebec",190,96,L,c/coteje01
996,Kristers Gudlevskis,1992-07-31,"Aizkraukle, Latvia",190,97,None,g/gudlekr01
997,Dmitry Korobov,1989-03-12,None,190,104,None,k/korobdm01
998,Nikita Kucherov,1993-06-17,"Maykop, Russian Federation",180,83,L,k/kucheni01
999,Cody Kunyk,1990-05-20,None,180,87,None,k/kunykco01
1000,Vladislav Namestnikov,1992-11-22,"Zhukovskiy, Russian Federation",183,83,L,n/namesvl01
1001,Cedric Paquette,1993-08-13,"Gaspe, Quebec",183,92,L,p/paquece01
1002,Michael Bournival,1992-05-31,"Shawinigan, Quebec",180,89,L,b/bournmi01
1003,Patrick Holland,1992-01-07,None,183,75,None,h/hollapa01
1004,Louis Leblanc,1991-01-26,"Point-Claire, Quebec",183,80,R,l/leblalo01
1005,Joonas Nattinen,1991-01-03,None,190,87,None,n/nattijo01
1006,Martin St. Pierre,1983-08-11,"Ottawa, Ontario",175,84,L,s/stpiema01
1007,Dustin Tokarski,1989-09-16,"Watson, Saskatchewan",183,89,L,t/tokardu01
1008,Andrew Campbell,1988-02-04,"Caledonia, Ontario",193,92,L,c/campban01
1009,Martin Jones,1990-01-10,"North Vancouver, British Columbia",193,86,None,j/jonesma02
1010,Willie Mitchell,1977-04-23,"Port McNeill, British Columbia",190,95,L,m/mitchwi01
1011,Tanner Pearson,1992-08-10,"Kitchener, Ontario",185,91,L,p/pearsta01
1012,Linden Vey,1991-07-17,"Wakaw, Saskatchewan",183,85,R,v/veyli01
1013,Brett Bulmer,1992-04-26,"Prince George, British Columbia",188,82,R,b/bulmebr01
1014,John Curry,1984-02-27,"Shorewood, Minnesota",180,83,L,c/curryjo01
1015,Mathew Dumba,1994-07-25,"Regina, Saskatchewan",183,82,R,d/dumbama01
1016,Christian Folin,1991-02-09,"Gothenburg, Sweden",190,92,R,f/folinch01
1017,Justin Fontaine,1987-11-06,"Bonnyville, Alberta",178,78,R,f/fontaju01
1018,Erik Haula,1991-03-23,"Pori, Finland",183,87,L,h/haulaer01
1019,Carson McMillan,1988-09-10,None,188,96,None,m/mcmilca01
1020,Nino Niederreiter,1992-09-08,"Chur, Switzerland",188,97,L,n/niedeni01
1021,Stephane Veilleux,1981-11-16,"Beauceville, Quebec",185,90,L,v/veillst01
1022,Conor Allen,1990-01-31,"Chicago, Illinois",185,92,L,a/allenco01
1023,Jesper Fast,1991-12-02,"Nassjo, Sweden",185,86,R,f/fastje01
1024,Dylan McIlrath,1992-04-20,"Winnipeg, Manitoba",193,106,R,m/mcilrdy01
1025,Dominic Moore,1980-08-03,"Thornhill, Ontario",183,87,L,m/mooredo01
1026,Cam Talbot,1987-07-05,"Caledonia, Ontario",193,88,None,t/talboca01
1027,Craig Berube,1965-12-17,"Calahoo, Alberta",185,95,L,/coaches/berubcr01c.html
1028,Cal Heeter,1988-11-02,"St. Louis, Missouri",193,88,None,h/heeteca01
1029,Michael Raffl,1988-12-01,"Villach, Austria",185,92,L,r/rafflmi01
1030,Cody Bass,1987-01-07,"Owen Sound, Ontario",183,92,R,b/bassco01
1031,Michael Chaput,1992-04-09,"Ile Bizard, Quebec",188,90,L,c/chapumi01
1032,Ryan Craig,1982-01-06,"Abbotsford, British Columbia",185,97,L,c/craigry01
1033,Boone Jenner,1993-06-15,"Dorchester, Ontario",188,93,L,j/jennebo01
1034,Curtis McElhinney,1983-05-23,"London, Ontario",188,92,L,m/mcelhcu01
1035,Mike McKenna,1983-04-11,"St. Louis, Missouri",188,83,R,m/mckenmi01
1036,Ryan Murray,1993-09-27,"Regina, Saskatchewan",185,93,L,m/murrary01
1037,Corey Tropp,1989-07-25,"Grosse Pointe Woods, Michigan",183,84,R,t/troppco01
1038,Adam Almqvist,1991-02-27,None,180,78,None,a/almqvad01
1039,Mitch Callahan,1991-08-17,"Whittier, California",180,89,R,c/callami01
1040,Landon Ferraro,1991-08-08,"Trail, British Columbia",183,79,R,f/ferrala01
1041,Luke Glendening,1989-04-28,"Grand Rapids, Michigan",180,86,R,g/glendlu01
1042,Tomas Jurco,1992-12-28,"Kosice, Czechoslovakia",185,85,L,j/jurcoto01
1043,Alexey Marchenko,1992-01-02,"Moscow, Russian Federation",190,95,R,m/marchal01
1044,Xavier Ouellet,1993-07-29,"Bayonne, France",185,87,L,o/ouellxa01
1045,Teemu Pulkkinen,1992-01-02,"Vantaa, Finland",178,83,R,p/pulkkte01
1046,Ryan Sproul,1993-01-13,"Mississauga, Ontario",193,92,R,s/sproury01
1047,Jack Campbell,1992-01-09,"Port Huron, Michigan",188,89,None,c/campbja01
1048,Kevin Connauton,1990-02-23,"Edmonton, Alberta",188,92,L,c/connake01
1049,Maxime Fortunus,1983-07-28,"Longueil, Quebec",185,89,R,f/fortuma01
1050,Cameron Gaunce,1990-03-19,"Sudbury, Ontario",185,95,L,g/gauncca01
1051,Travis Morin,1984-01-09,"Minneapolis, Minnesota",185,88,L,m/morintr01
1052,Patrik Nemeth,1992-02-08,"Stockholm, Sweden",190,103,L,n/nemetpa01
1053,Valeri Nichushkin,1995-03-04,"Chelyabinsk, Russian Federation",193,95,L,n/nichuva01
1054,Tim Thomas,1974-04-15,"Flint, Michigan",180,91,L,t/thomati01
1055,Julien Brouillette,1986-12-05,"St. Espirit, Quebec",180,83,None,b/brouiju01
1056,Connor Carrick,1994-04-13,"Orland Park, Illinois",180,87,R,c/carrico01
1057,Nicolas Deschamps,1990-01-06,None,183,78,None,d/deschni01
1058,Evgeny Kuznetsov,1992-05-19,"Chelyabinsk, Russian Federation",185,92,L,k/kuzneev01
1059,Michael Latta,1991-05-25,"St. Clements, Ontario",183,93,R,l/lattami01
1060,Peter LeBlanc,1988-02-03,None,180,90,None,l/leblape01
1061,Nate Schmidt,1991-07-16,"St. Cloud, Minnesota",183,87,L,s/schmina01
1062,Ryan Stoa,1987-04-13,"Bloomington, Minnesota",190,90,L,s/stoary01
1063,Casey Wellman,1987-10-18,"Brentwood, California",183,78,None,w/wellmca01
1064,Patrick Wey,1991-05-21,None,188,90,None,w/weypa01
1065,Tom Wilson,1994-03-29,"Toronto, Ontario",193,99,R,w/wilsoto01
1066,Gilbert Brule,1987-01-01,"Edmonton, Alberta",180,84,R,b/brulegi01
1067,Brandon Gormley,1992-02-18,"Murray River, Prince Edward Island",188,88,L,g/gormlbr01
1068,Lucas Lessio,1993-01-23,"Maple, Ontario",185,96,L,l/lessilu01
1069,Connor Murphy,1993-03-26,"Dublin, Ohio",193,96,R,m/murphco02
1070,Jordan Szwarz,1991-05-14,"Burlington, Ontario",180,90,R,s/szwarjo01
1071,Mark Visentin,1992-08-07,"Hamilton, Ontario",188,88,None,v/visenma01
1072,Magnus Hellberg,1991-04-04,"Uppsala, Sweden",198,94,None,h/hellbma01
1073,Calle Jarnkrok,1991-09-25,"Gavle, Sweden",180,84,R,j/jarnkca01
1074,Seth Jones,1994-10-03,"Arlington, Texas",193,94,R,j/jonesse01
1075,Marek Mazanec,1991-07-18,"Pisek, Czechoslovakia",193,91,None,m/mazanma01
1076,Simon Moser,1989-03-10,None,188,97,None,m/mosersi01
1077,Joe Piskula,1984-07-05,"Antigo, Wisconsin",190,94,L,p/piskujo01
1078,Colton Sissons,1993-11-05,"North Vancouver, British Columbia",185,90,R,s/sissoco01
1079,Mark Van Guilder,1984-01-17,None,185,84,None,v/vanguma01
1080,Cody Ceci,1993-12-21,"Ottawa, Ontario",188,95,R,c/cecico01
1081,Andrew Hammond,1988-02-11,"Surrey, British Columbia",188,101,None,h/hammoan01
1082,Nathan Lawson,1983-09-29,"Calgary, Alberta",188,92,L,l/lawsona01
1083,Reid Boucher,1993-09-08,"Lansing, Michigan",178,88,L,b/bouchre01
1084,Jonathon Merrill,1992-02-03,"Oklahoma City, Oklahoma",190,88,L,m/merrijo01
1085,Rostislav Olesz,1985-10-10,"Bilovec, Czechoslovakia",188,97,L,o/oleszro01
1086,Mike Sislo,1988-01-20,"Superior, Wisconsin",180,86,R,s/sislomi01
1087,Joe Whitney,1988-02-06,"Reading, Massachusetts",168,77,L,w/whitnjo01
1088,Paul Maurice,1967-01-30,"Sault Ste. Marie, Ontario",None,None,None,/coaches/mauripa99c.html
1089,John Albert,1989-01-19,"Cleveland, Ohio",180,86,None,a/alberjo01
1090,Ben Chiarot,1991-05-09,"Hamilton, Ontario",190,102,L,c/chiarbe01
1091,Michael Hutchinson,1990-03-02,"Barrie, Ontario",190,89,None,h/hutchmi01
1092,Carl Klingberg,1991-01-28,"Gothenburg, Sweden",190,92,R,k/klingca01
1093,Julian Melchiori,1991-12-06,"Richmond Hill, Ontario",196,97,L,m/melchju01
1094,Eric O'Dell,1990-06-21,"Ottawa, Ontario",183,83,R,o/odeller01
1095,Jacob Trouba,1994-02-26,"Rochester, Michigan",190,94,R,t/troubja01
1096,Spencer Abbott,1988-04-30,"Hamilton, Ontario",175,77,R,a/abbotsp01
1097,Carter Ashton,1991-04-01,"Winnipeg, Manitoba",190,97,L,a/ashtoca01
1098,Troy Bodie,1985-01-25,"Portage La Prairie, Manitoba",196,102,R,b/bodietr01
1099,David Broll,1993-01-04,"Mississauga, Ontario",188,97,L,b/brollda01
1100,Jerry D'Amigo,1991-02-19,"Binghamton, New York",180,94,None,d/damigje01
1101,Jamie Devane,1991-02-20,"Mississauga, Ontario",196,98,L,d/devanja01
1102,Petter Granberg,1992-08-27,"Gallivare, Sweden",190,90,R,g/granbpe01
1103,Josh Leivo,1993-05-26,"Innisfil, Ontario",188,87,R,l/leivojo01
1104,Drew MacIntyre,1983-06-24,"Charlottetown, Prince Edward Island",185,86,None,m/macindr01
1105,Greg McKegg,1992-06-17,"St. Thomas, Ontario",183,87,L,m/mckeggr01
1106,Paul Ranger,1984-09-12,"Whitby, Ontario",190,95,L,r/rangepa01
1107,Morgan Rielly,1994-03-09,"Vancouver, British Columbia",185,99,L,r/riellmo01
1108,Elias Lindholm,1994-12-02,"Boden, Sweden",185,88,R,l/lindhel01
1109,Darren Archibald,1990-02-09,"Newmarket, Ontario",190,95,L,a/archida02
1110,Joacim Eriksson,1990-04-09,None,185,85,None,e/eriksjo01
1111,Eddie Lack,1988-01-05,"Norrtalje, Sweden",193,84,None,l/lacked01
1112,Kellan Lain,1989-08-11,None,198,95,None,l/lainke01
1113,Pascal Pelletier,1983-06-16,"Labrador City, Newfoundland and Labrador",180,86,R,p/pellepa01
1114,Yann Sauve,1990-02-18,"Montreal, Quebec",190,94,L,s/sauveya01
1115,Michael Zalewski,1992-08-18,"New Hartford, New York",188,92,L,z/zalewmi01
1116,Kevin Czuczman,1991-01-09,"Port Elgin, Ontario",188,93,L,c/czuczke01
1117,Calvin de Haan,1991-05-09,"Carp, Ontario",185,88,L,d/dehaaca01
1118,Matt Donovan,1990-05-09,"Edmond, Oklahoma",185,92,L,d/donovma01
1119,Brett Gallant,1988-12-28,"Summerside, Prince Edward Island",183,86,L,g/gallabr02
1120,Mike Halmo,1991-05-15,"Waterloo, Ontario",180,87,L,h/halmomi01
1121,Justin Johnson,1981-05-05,None,185,99,None,j/johnsju01
1122,Scott Mayfield,1992-10-14,"St. Louis, Missouri",196,99,R,m/mayfisc01
1123,Brock Nelson,1991-10-15,"Warroad, Minnesota",193,95,L,n/nelsobr01
1124,Aaron Ness,1990-05-18,"Roseau, Minnesota",178,83,L,n/nessaa01
1125,Anders Nilsson,1990-03-19,"Lulea, Sweden",198,105,L,n/nilssan01
1126,John Persson,1992-05-18,None,188,96,None,p/perssjo01
1127,Ryan Strome,1993-07-11,"Mississauga, Ontario",185,87,R,s/stromry01
1128,Johan Sundstrom,1992-09-21,None,188,88,None,s/sundsjo01
1129,Kenny Agostino,1992-04-30,"Morristown, New Jersey",183,90,L,a/agostke01
1130,Bill Arnold,1992-05-13,"Boston, Massachusetts",183,98,R,a/arnolbi01
1131,Chad Billins,1989-05-26,"Port Huron, Michigan",178,81,L,b/billich01
1132,Lance Bouma,1990-03-25,"Provost, Alberta",188,94,L,b/boumala01
1133,Christopher Breen,1989-06-29,"Uxbridge, Ontario",201,102,L,b/breench01
1134,Johnny Gaudreau,1993-08-13,"Salem, New Jersey",175,74,L,g/gaudrjo01
1135,Markus Granlund,1993-04-16,"Oulu, Finland",183,81,L,g/granlma01
1136,Corban Knight,1990-09-10,"Oliver, British Columbia",188,88,R,k/knighco01
1137,Sean Monahan,1994-10-12,"Brampton, Ontario",188,90,L,m/monahse01
1138,Joni Ortio,1991-04-16,"Turku, Finland",185,86,None,o/ortiojo01
1139,Karri Ramo,1986-07-01,"Asikkala, Finland",188,93,L,r/ramoka01
1140,Bryce Van Brabant,1991-11-12,"Morinville, Alberta",188,92,L,v/vanbrbr01
1141,Tyler Wotherspoon,1993-03-12,"Burnaby, British Columbia",188,93,L,w/wothety01
1142,Dallas Eakins,1967-02-27,"Dade City, United States",188,88,L,/coaches/eakinda01c.html
1143,Will Acton,1987-07-16,"Edina, Minnesota",185,90,None,a/actonwi01
1144,Anton Belov,1986-07-29,"Ryazan, USSR",193,98,None,b/belovan01
1145,Taylor Fedun,1988-06-04,"Edmonton, Alberta",185,90,R,f/fedunta01
1146,Luke Gazdic,1989-07-25,"Toronto, Ontario",193,102,L,g/gazdilu01
1147,Denis Grebeshkov,1983-10-11,"Yaroslavl, USSR",183,94,L,g/grebede01
1148,Brad Hunt,1988-08-24,"Maple Ridge, British Columbia",175,80,L,h/huntbr01
1149,Oscar Klefbom,1993-07-20,"Karlstad, Sweden",190,97,L,k/klefbos01
1150,Martin Marincin,1992-02-18,"Kosice, Czechoslovakia",196,98,L,m/marinma01
1151,Linus Omark,1987-02-05,"Overtornea, Sweden",178,81,L,o/omarkli01
1152,Tyler Pitlick,1991-11-01,"Minneapolis, Minnesota",188,90,R,p/pitlity01
1153,Peter Horachek,1960-01-26,None,None,None,None,/coaches/horacpe01c.html
1154,Aleksander Barkov,1995-09-02,"Tampere, Finland",190,97,L,b/barkoal01
1155,Sean Bergenheim,1984-02-08,"Helsinki, Finland",180,90,L,b/bergese01
1156,Mike Mottau,1978-03-19,"Quincy, Massachusetts",183,86,L,m/mottami01
1157,Dylan Olsen,1991-01-03,"Salt Lake City, Utah",188,101,L,o/olsendy01
1158,Jonathan Racine,1993-05-28,"Montreal, Quebec",188,87,L,r/racinjo01
1159,Vincent Trocheck,1993-07-11,"Pittsburgh, Pennsylvania",178,84,R,t/trochvi01
1160,Garrett Wilson,1991-03-16,"Barrie, Ontario",188,90,L,w/wilsoga01
1161,Jesse Winchester,1983-10-04,"Long Sault, Ontario",185,92,R,w/winchje01
1162,Ted Nolan,1958-04-07,"Sault Ste. Marie, Ontario",183,83,L,/coaches/nolante01c.html
1163,Nicolas Deslauriers,1991-02-22,"Lasalle, Quebec",185,99,L,d/deslani01
1164,Zemgus Girgensons,1994-01-05,"Riga, Latvia",188,96,L,g/girgeze01
1165,Connor Knapp,1990-05-01,None,198,93,None,k/knappco01
1166,Nathan Lieuwen,1991-08-08,"Abbotsford, British Columbia",196,85,None,l/lieuwna01
1167,Jake McCabe,1993-10-12,"Eau Claire, Wisconsin",185,92,L,m/mccabja01
1168,Brayden McNabb,1991-01-21,"Davidson, Saskatchewan",193,96,L,m/mcnabbr01
1169,Rasmus Ristolainen,1994-10-27,"Turku, Finland",193,99,R,r/ristora01
1170,Phil Varone,1990-12-04,"Vaughan, Ontario",178,83,L,v/varonph01
1171,Nikita Zadorov,1995-04-16,"Moscow, Russian Federation",198,106,L,z/zadorni01
1172,Ryan Bourque,1991-01-03,"Boxford, Massachusetts",175,79,L,b/bourqry01
1173,Anthony Duclair,1995-08-26,"Pointe-Claire, Quebec",180,89,L,d/duclaan01
1174,Kevin Hayes,1992-05-08,"Dorchester, Massachusetts",196,98,L,h/hayeske01
1175,Oscar Lindberg,1991-10-29,"Skelleftea, Sweden",185,91,L,l/lindbos02
1176,Mackenzie Skapski,1994-06-15,"Abbotsford, British Columbia",190,87,None,s/skapsma01
1177,Sven Andrighetto,1993-03-21,"Zurich, Switzerland",178,85,L,a/andrisv01
1178,Jacob de La Rose,1995-05-20,"Arvika, Sweden",190,97,L,d/delarja01
1179,Jiri Sekac,1992-06-10,"Kladno, Czechoslovakia",185,83,L,s/sekacji01
1180,Jesse Blacker,1991-04-19,"Toronto, Ontario",185,86,R,b/blackje01
1181,Mat Clark,1990-10-17,"Lakewood, Colorado",193,96,R,c/clarkma01
1182,Max Friberg,1992-11-20,"Skovde, Sweden",180,89,R,f/fribema01
1183,William Karlsson,1993-01-08,"Marsta, Sweden",185,85,L,k/karlswi01
1184,Josh Manson,1991-10-07,"Hinsdale, Illinois",190,98,R,m/mansojo01
1185,Stefan Noesen,1993-02-12,"Plano, Texas",185,92,R,n/noesest01
1186,Chris Wagner,1991-05-27,"Walpole, Massachusetts",183,89,R,w/wagnech01
1187,Jori Lehtera,1987-12-23,"Helsinki, Finland",188,96,L,l/lehtejo01
1188,Petteri Lindbohm,1993-09-23,"Helsinki, Finland",190,89,L,l/lindbpe02
1189,Joakim Lindstrom,1983-12-05,"Skelleftea, Sweden",183,84,L,l/lindsjo01
1190,Jonathan Drouin,1995-03-28,"Ste-Agathe, Quebec",183,89,L,d/drouijo01
1191,Slater Koekkoek,1994-02-18,"Winchester, Ontario",188,87,L,k/koekksl01
1192,Nikita Nesterov,1993-03-28,"Chelyabinsk, Russian Federation",183,83,L,n/nesteni01
1193,Andrei Vasilevskiy,1994-07-25,"Tyumen, Russian Federation",190,102,None,v/vasilan02
1194,Luke Witkowski,1990-04-14,"Holland, Michigan",188,97,R,w/witkolu01
1195,Viktor Arvidsson,1993-04-08,"Skelleftea, Sweden",178,83,R,a/arvidvi01
1196,Anthony Bitetto,1990-07-15,"Island Park, New York",185,95,L,b/bitetan01
1197,Kevin Fiala,1996-07-22,"St. Gallen, Switzerland",178,87,L,f/fialake01
1198,Miikka Salomaki,1993-03-09,"Raahe, Finland",180,92,L,s/salommi01
1199,Kyle Baun,1992-05-04,"Toronto, Ontario",188,94,R,b/baunky01
1200,Adam Clendening,1992-10-26,"Niagara Falls, New York",183,87,R,c/clendad01
1201,Kyle Cumiskey,1986-12-02,"Abbotsford, British Columbia",180,81,L,c/cumisky01
1202,Klas Dahlbeck,1991-07-06,"Katrineholm, Sweden",190,93,L,d/dahlbkl01
1203,Phillip Danault,1993-02-24,"Victoriaville, Quebec",185,90,L,d/danauph01
1204,Scott Darling,1988-12-22,"Newport News, Virginia",196,102,L,d/darlisc01
1205,Ryan Hartman,1994-09-20,"Hilton Head Island, South Carolina",183,82,R,h/hartmry01
1206,Michael Paliotta,1993-04-06,"Westport, Connecticut",190,95,R,p/paliomi01
1207,Trevor van Riemsdyk,1991-07-24,"Middletown, New Jersey",190,85,R,v/vanritr01
1208,Kael Mouillierat,1987-12-09,"Edmonton, Alberta",183,85,L,m/mouilka01
1209,Griffin Reinhart,1994-01-24,"North Vancouver, British Columbia",193,96,L,r/reinhgr01
1210,Willie Desjardins,1957-02-11,"Climax, Saskatchewan",173,72,None,/coaches/desjawi99c.html
1211,Alex Biega,1988-04-04,"Montreal, Quebec",178,90,R,b/biegaal01
1212,Brandon DeFazio,1988-09-13,"Oakville, Ontario",188,92,L,d/defazbr01
1213,Bo Horvat,1995-04-05,"London, Ontario",183,97,L,h/horvabo01
1214,Ronalds Kenins,1991-02-28,"Riga, USSR",183,91,L,k/keninro01
1215,Andre Burakovsky,1995-02-09,"Klagenfurt, Austria",190,91,L,b/burakan01
1216,Stanislav Galiev,1992-01-17,"Moscow, Russian Federation",185,84,R,g/galiest01
1217,Liam O'Brien,1994-07-29,"Halifax, Nova Scotia",185,96,L,o/obrieli01
1218,Tyler Graovac,1993-04-27,"Brampton, Ontario",196,94,L,g/graovty01
1219,Thomas McCollum,1989-12-07,"Amherst, New York",188,97,L,m/mccolth01
1220,Andrej Nestrasil,1991-02-22,"Prague, Czechoslovakia",190,90,L,n/nestran01
1221,Andrew Copp,1994-07-08,"Ann Arbor, Michigan",185,93,L,c/coppan01
1222,Adam Lowry,1993-03-29,"St. Louis, Missouri",196,95,L,l/lowryad01
1223,Dave Cameron,1958-07-29,"Charlottetown, Prince Edward Island",183,83,L,/coaches/camerda01c.html
1224,Chris Driedger,1994-05-18,"Winnipeg, Manitoba",193,94,None,d/driedch01
1225,Curtis Lazar,1995-02-02,"Salmon Arm, British Columbia",183,87,R,l/lazarcu01
1226,Shane Prince,1992-11-16,"Rochester, New York",180,87,L,p/princsh01
1227,Matt Puempel,1993-01-24,"Windsor, Ontario",185,92,L,p/puempma01
1228,Mike Johnston,1957-02-19,"Dartmouth, Nova Scotia",None,None,None,/coaches/johnsmi99c.html
1229,Taylor Chorney,1987-04-27,"Thunder Bay, Ontario",183,87,L,c/chornta01
1230,Bobby Farnham,1989-01-21,"North Andover, Massachusetts",178,86,L,f/farnhbo01
1231,Scott Harrington,1993-03-10,"Kingston, Ontario",188,93,L,h/harrisc01
1232,Derrick Pouliot,1994-01-16,"Estevan, Saskatchewan",183,88,L,p/poulide01
1233,Bryan Rust,1992-05-11,"Pontiac, Michigan",180,87,R,r/rustbr01
1234,Dominik Uher,1992-12-31,"Ostvava, Czechoslovakia",185,90,None,u/uherdo01
1235,Scott Wilson,1992-04-24,"Oakville, Ontario",180,80,L,w/wilsosc01
1236,Sam Bennett,1996-06-20,"Holland Landing, Ontario",185,88,L,b/bennesa01
1237,Micheal Ferland,1992-04-20,"Swan River, Manitoba",185,98,L,f/ferlami01
1238,Josh Jooris,1990-07-14,"Burlington, Ontario",185,89,R,j/joorijo01
1239,Brett Kulak,1994-01-06,"Edmonton, Alberta",188,86,L,k/kulakbr01
1240,Emile Poirier,1994-12-14,"Montreal, Quebec",185,83,L,p/poiriem01
1241,John Ramage,1991-02-07,"Mississauga, Ontario",183,86,R,r/ramagjo01
1242,David Wolf,1989-09-15,"Dusseldorf, Germany",190,97,None,w/wolfda01
1243,Brian Ferlin,1992-06-03,"Jacksonville, Florida",188,96,R,f/ferlibr01
1244,Seth Griffith,1993-01-04,"Wallaceburg, Ontario",175,86,R,g/griffse01
1245,Joseph Morrow,1992-12-09,"Edmonton, Alberta",183,88,L,m/morrojo02
1246,David Pastrnak,1996-05-25,"Havirov, Czech Republic",183,87,R,p/pastrda01
1247,Bobby Robins,1981-10-17,"Rhinelander, Wisconsin",185,99,None,r/robinbo01
1248,Malcolm Subban,1993-12-21,"Toronto, Ontario",188,90,None,s/subbama01
1249,Andy Andreoff,1991-05-17,"Pickering, Ontario",188,90,L,a/andrean01
1250,Nick Shore,1992-09-26,"Denver, Colorado",185,88,R,s/shoreni01
1251,Jyrki Jokipakka,1991-08-20,"Tampere, Finland",190,97,L,j/jokipjy01
1252,John Klingberg,1992-08-14,"Gothenburg, Sweden",190,86,R,k/klingjo01
1253,Curtis McKenzie,1991-02-22,"Golden, British Columbia",188,92,L,m/mckencu01
1254,Brendan Ranford,1992-05-03,"Edmonton, Alberta",178,86,L,r/ranfobr01
1255,Brett Ritchie,1993-07-01,"Orangeville, Ontario",193,99,R,r/ritchbr01
1256,Gerard Gallant,1963-09-02,"Summerside, Prince Edward Island",178,86,L,/coaches/gallage01c.html
1257,Aaron Ekblad,1996-02-07,"Windsor, Ontario",193,97,R,e/ekblaaa01
1258,Rocco Grimaldi,1993-02-08,"Anaheim, California",168,81,R,g/grimaro01
1259,Steven Kampfer,1988-09-24,"Ann Arbor, Michigan",180,89,R,k/kampfst01
1260,Andrew Agozzino,1991-01-03,"Kleinburg, Ontario",178,84,L,a/agozzan01
1261,Dennis Everberg,1991-12-31,"Vasteras, Sweden",193,92,R,e/everbde01
1262,Joey Hishon,1991-10-20,"Stratford, Ontario",178,77,L,h/hishojo01
1263,Calvin Pickard,1992-04-15,"Moncton, New Brunswick",185,95,None,p/pickaca01
